Popularity	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_in min/ms	time_signature	Class
47	0.533	0.877	1	-4.299	1	0.0366	0.0951	1.94E-06	0.143	0.601	160.003	3.683233333	4	4
70	0.467	0.481	2	-6.947	1	0.0255	0.227	0.000189	0.11	0.248	147.886	3.687333333	4	4
65	0.664	0.556	10	-7.713	1	0.0365	0.146	3.91E-06	0.113	0.494	75.049	3.687783333	4	4
54	0.536	0.907	9	-10.249	1	0.0559	0.364	5.22E-06	0.103	0.893	177.352	3.695116667	4	4
53	0.673	0.346	3	-12.803	1	0.0245	0.721	4.48E-06	0.0475	0.396	80.012	3.708216667	4	4
43	0.901	0.354	11	-10.153	0	0.0323	0.377	9.87E-06	0.0752	0.878	115.335	3.715333333	4	4
60	0.825	0.285	8	-17.491	1	0.0326	0.188	0.00131	0.0539	0.86	126.946	3.76045	4	4
65	0.511	0.903	10	-3.163	1	0.0397	0.052	0.000529	0.304	0.898	161.992	3.787783333	4	4
74	0.595	0.389	2	-9.245	1	0.0349	0.418	1.39E-06	0.116	0.4	166.052	3.79045	4	4
47	0.352	0.204	3	-15.414	1	0.0311	0.76	0.000426	0.327	0.524	83.342	3.79645	4	4
76	0.605	0.864	6	-5.365	1	0.0292	0.13	0.000827	0.113	0.736	122.918	3.803116667	4	4
64	0.483	0.844	2	-5.043	1	0.0314	0.00481	7.29E-05	0.405	0.543	151.977	3.82555	4	4
59	0.686	0.631	10	-5.182	1	0.0232	0.126	0.000183	0.107	0.509	103.953	3.839333333	4	4
52	0.653	0.873	1	-3.829	1	0.0315	0.0619	3.41E-06	0.144	0.627	139.937	3.84	4	4
60	0.68	0.543	5	-14.876	1	0.141	0.857	0.000116	0.0881	0.796	111.62	3.843333333	4	4
62	0.705	0.606	7	-7.047	1	0.0243	0.159	0.00149	0.242	0.876	98.001	3.910666667	4	4
66	0.525	0.3	5	-8.005	1	0.0286	0.578	8.30E-06	0.116	0.206	80.993	3.943783333	4	4
73	0.581	0.441	1	-6.829	1	0.0268	0.77	2.75E-05	0.111	0.337	82.125	3.973333333	4	4
77	0.551	0.801	6	-5.069	1	0.0303	0.013	6.03E-06	0.265	0.625	128.027	4.012666667	4	4
62	0.374	0.711	11	-3.587	1	0.0354	0.547	4.12E-05	0.147	0.468	160.001	4.049116667	4	4
66	0.783	0.698	3	-8.268	1	0.0323	0.522	2.52E-06	0.0754	0.758	124.996	4.136666667	4	4
53	0.618	0.271	7	-13.695	1	0.026	0.723	0.000558	0.129	0.264	78.334	4.192666667	4	4
48	0.715	0.238	9	-21.114	1	0.0317	0.579	0.000931	0.138	0.486	108.131	4.193333333	4	4
54	0.565	0.456	4	-8.124	1	0.031	0.426	8.08E-06	0.0612	0.588	201.644	4.244	4	4
51	0.534	0.596	2	-7.148	1	0.0279	0.277	0.000359	0.148	0.147	114.957	4.2941	4	4
68	0.551	0.825	5	-6.24	0	0.044	0.152	6.20E-06	0.0999	0.933	164.857	4.347116667	4	4
60	0.628	0.496	1	-7.103	1	0.0233	0.242	1.20E-05	0.147	0.266	85.523	4.375333333	4	4
73	0.692	0.809	2	-5.935	1	0.0255	0.1	9.77E-05	0.185	0.927	104.023	4.389783333	4	4
46	0.609	0.681	9	-11.491	1	0.0394	0.0999	0.0495	0.0422	0.895	172.609	4.527783333	4	4
61	0.657	0.785	3	-8.428	1	0.037	0.0301	4.62E-06	0.0927	0.769	127.987	4.559783333	4	4
70	0.587	0.622	4	-5.535	1	0.0303	0.0927	0.000636	0.2	0.231	107.943	4.626216667	4	4
54	0.579	0.57	5	-5.869	1	0.0227	0.0644	0.00636	0.105	0.368	80.028	4.69955	4	4
58	0.604	0.605	4	-8.516	1	0.0352	0.115	1.22E-05	0.305	0.647	147.925	4.754666667	4	4
60	0.49	0.716	4	-6.681	1	0.0441	0.022	0.00048	0.0526	0.288	74.988	4.775333333	4	4
68	0.467	0.622	6	-7.255	1	0.031	0.365	0.00527	0.0982	0.455	164.418	4.787783333	4	4
60	0.693	0.454	2	-12.44	1	0.0332	0.796	0.000154	0.143	0.54	122.641	4.793783333	4	4
67	0.798	0.741	9	-6.802	1	0.0284	0.0432	3.00E-06	0.252	0.708	104.945	4.842666667	4	4
79	0.392	0.37	9	-10.888	1	0.0298	0.205	0.0096	0.0821	0.512	48.718	4.888216667	4	4
62	0.536	0.65	2	-5.603	1	0.0337	0.282	1.16E-06	0.0876	0.288	147.93	5.033116667	4	4
59	0.697	0.877	6	-3.885	1	0.0348	0.00913	6.93E-06	0.0726	0.768	121.534	5.10045	4	4
48	0.518	0.438	10	-5.716	1	0.0234	0.605	7.77E-05	0.19	0.144	99.176	5.189333333	4	4
66	0.624	0.84	4	-5.768	1	0.0337	0.108	0.000546	0.144	0.656	111.02	5.384	4	4
63	0.557	0.886	6	-5.356	1	0.0302	0.0377	0.108	0.163	0.545	96.989	5.591333333	4	4
32	0.543	0.458	1	-9.312	1	0.182	0.798	1.06E-06	0.114	0.264	81.511	169756	1	5
42	0.579	0.668	6	-10.288	1	0.497	0.345	0.000851	0.212	0.575	78.322	180027	1	5
61	0.313	0.0437	6	-22.627	1	0.0315	0.989	0.148	0.209	0.0625	100.827	192867	1	5
44	0.549	0.464	1	-7.375	0	0.079	0.0652	6.79E-06	0.112	0.553	71.658	200969	1	5
59	0.593	0.593	11	-8.216	1	0.289	0.0306	9.94E-06	0.229	0.488	81.291	272227	1	5
15	0.759	0.587	7	-8.81	0	0.0772	0.0437	3.94E-06	0.342	0.559	148.539	124054	3	5
12	0.618	0.448	9	-10.248	0	0.0676	0.027	0.767	0.0924	0.074	107.181	167889	3	5
44	0.601	0.773	7	-5.923	1	0.213	0.122	0.00245	0.0555	0.675	94.418	169413	3	5
39	0.419	0.761	8	-4.284	0	0.314	0.0125	1.19E-05	0.109	0.942	203.558	174360	3	5
41	0.431	0.683	1	-6.873	1	0.0908	0.386	1.48E-05	0.556	0.724	78.391	182757	3	5
47	0.51	0.396	6	-13.945	0	0.0389	0.184	0.51	0.68	0.197	111.506	213720	3	5
14	0.434	0.718	1	-9.707	0	0.258	9.42E-05	0.908	0.0829	0.816	209.383	219793	3	5
46	0.517	0.375	7	-11.527	1	0.0341	0.682	1.28E-06	0.458	0.306	118.391	237067	3	5
16	0.53	0.308	1	-11.618	0	0.424	0.292	0.83	0.0837	0.346	212.049	306880	3	5
66	0.266	0.294	7	-11.938	0	0.0291	0.771	0.697	0.107	0.0397	137.941	811077	3	5
14	0.688	0.127	7	-18.816	1	0.891	0.936	1.32E-05	0.0943	0.377	88.504	66093	4	5
71	0.799	0.543	10	-6.094	0	0.24	0.0512	0.0425	0.134	0.25	187.906	85742	4	5
49	0.598	0.924	6	-4.785	0	0.324	0.693	1.27E-06	0.2	0.538	127.9	90475	4	5
45	0.613	0.491	3	-10.315	1	0.142	0.871	0.175	0.116	0.225	81.327	92053	4	5
6	0.81	0.372	5	-8.965	1	0.402	0.00846	2.36E-05	0.193	0.254	160.024	94385	4	5
55	0.809	0.541	3	-6.525	1	0.252	0.855	0.000977	0.142	0.811	92.132	94933	4	5
56	0.865	0.226	3	-14.259	0	0.0925	0.749	0.000917	0.0656	0.675	113.979	105487	4	5
52	0.829	0.555	6	-6.512	0	0.342	0.0943	2.83E-05	0.183	0.399	129.911	111388	4	5
45	0.989	0.54	11	-7.02	0	0.176	0.000261	0.000275	0.265	0.604	120.004	112981	4	5
50	0.811	0.756	6	-8.497	1	0.214	0.0321	0.0038	0.118	0.65	124.998	117366	4	5
77	0.746	0.251	11	-16.169	0	0.259	0.782	0.00203	0.106	0.18	139.999	120027	4	5
52	0.93	0.32	5	-11.715	0	0.0956	0.0139	0.165	0.148	0.0977	120.064	121280	4	5
62	0.885	0.592	10	-6.06	0	0.303	0.00094	9.04E-05	0.081	0.672	159.996	121386	4	5
12	0.715	0.788	1	-9.121	1	0.213	0.0841	0.000248	0.0826	0.465	179.009	121500	4	5
20	0.782	0.518	6	-11.299	1	0.0615	0.477	0.133	0.141	0.537	109.987	122017	4	5
65	0.841	0.667	1	-5.638	1	0.222	0.044	1.47E-05	0.169	0.256	94.993	122568	4	5
54	0.703	0.653	11	-3.969	0	0.0376	0.0543	1.27E-05	0.345	0.414	148.02	123446	4	5
6	0.92	0.424	9	-5.24	1	0.226	0.00418	1.62E-06	0.164	0.116	134.975	123542	4	5
29	0.742	0.536	11	-6.961	0	0.316	0.257	1.13E-05	0.098	0.705	154.889	123625	4	5
38	0.912	0.746	10	-7.013	0	0.108	0.00583	4.42E-05	0.139	0.583	103.998	123810	4	5
26	0.77	0.506	10	-8.854	0	0.12	0.3	4.78E-06	0.125	0.507	124.042	124011	4	5
65	0.957	0.737	8	-3.829	1	0.0857	0.0743	0.000107	0.0639	0.874	132.987	126440	4	5
32	0.737	0.634	3	-10.164	0	0.508	0.891	0.00011	0.11	0.496	179.706	126667	4	5
71	0.796	0.426	1	-13.207	1	0.285	0.356	2.73E-05	0.0941	0.649	150.043	128014	4	5
46	0.556	0.516	10	-5.977	0	0.371	0.476	0.000191	0.138	0.589	90.977	129720	4	5
76	0.815	0.697	7	-9.57	1	0.219	0.778	0.000398	0.102	0.147	97.987	129796	4	5
15	0.815	0.459	9	-12.683	1	0.203	0.0232	0.000483	0.165	0.127	99.966	130522	4	5
38	0.817	0.608	9	-6.768	1	0.26	0.000848	0.000618	0.125	0.11	118.661	131092	4	5
23	0.8	0.604	8	-7.067	1	0.163	0.0159	1.35E-05	0.031	0.515	150.079	133046	4	5
79	0.797	0.755	2	-5.393	1	0.0293	0.331	2.26E-06	0.124	0.411	129.955	135878	4	5
22	0.832	0.629	10	-8.245	1	0.344	0.225	0.000481	0.0713	0.52	130.062	136615	4	5
10	0.578	0.896	2	-5.562	1	0.406	0.00276	1.26E-05	0.221	0.362	185.64	136704	4	5
36	0.812	0.755	2	-7.606	1	0.141	0.0624	2.66E-05	0.157	0.178	171.985	136744	4	5
48	0.725	0.493	9	-8.844	0	0.238	0.0591	0.0193	0.152	0.639	84.019	136786	4	5
9	0.877	0.61	10	-7.817	0	0.0731	0.0238	0.611	0.115	0.634	135.951	137647	4	5
32	0.678	0.558	1	-7.023	1	0.27	0.0376	0.000486	0.235	0.451	155.129	137806	4	5
29	0.805	0.448	7	-9.452	1	0.112	0.0602	1.79E-06	0.113	0.775	160.018	138000	4	5
49	0.488	0.681	10	-5.552	0	0.351	0.626	0.0516	0.101	0.798	84.255	138710	4	5
3	0.877	0.628	9	-10.189	0	0.0349	0.84	0.0121	0.117	0.876	128.008	139219	4	5
77	0.954	0.696	10	-7.117	0	0.204	0.00576	0.000498	0.0754	0.432	100.036	139413	4	5
40	0.774	0.674	2	-6.362	1	0.072	0.022	0.00323	0.0831	0.449	81.994	140488	4	5
84	0.585	0.471	4	-9.934	0	0.0616	0.0967	0.0184	0.115	0.323	93.099	142000	4	5
66	0.884	0.639	1	-6.832	0	0.246	0.111	1.66E-06	0.608	0.625	100.049	142176	4	5
62	0.886	0.708	10	-4.391	0	0.36	0.176	1.53E-05	0.328	0.533	145.967	142808	4	5
49	0.745	0.549	9	-5.956	1	0.0608	0.386	0.000462	0.138	0.328	75.011	143104	4	5
51	0.77	0.748	1	-4.944	1	0.0449	0.00651	0.00402	0.144	0.263	101.501	143480	4	5
13	0.735	0.572	5	-10.533	1	0.0868	0.125	9.24E-06	0.2	0.74	122.914	143932	4	5
53	0.937	0.684	10	-5.634	0	0.215	0.00129	4.12E-05	0.0718	0.496	100.029	143977	4	5
64	0.808	0.676	4	-4.902	1	0.223	0.0618	2.68E-06	0.11	0.0763	144.018	144973	4	5
39	0.618	0.812	4	-6.554	0	0.313	0.162	8.65E-05	0.0653	0.186	174.182	145011	4	5
45	0.748	0.411	8	-6.06	0	0.0489	0.0532	0.0117	0.115	0.339	91.941	145052	4	5
50	0.734	0.447	1	-7.08	1	0.308	0.000219	0.000114	0.108	0.061	172.075	145372	4	5
36	0.833	0.651	9	-4.399	1	0.12	0.379	0.000646	0.112	0.352	136.984	145467	4	5
65	0.595	0.588	10	-11.313	1	0.0624	0.507	0.781	0.113	0.518	166.061	145634	4	5
47	0.854	0.498	1	-9.105	1	0.266	0.0442	1.45E-05	0.0758	0.275	106.011	145964	4	5
44	0.371	0.329	7	-11.794	0	0.036	0.234	0.00021	0.0977	0.0838	114.783	146071	4	5
68	0.842	0.545	1	-5.993	1	0.172	0.625	0.00164	0.103	0.466	97.897	146939	4	5
64	0.933	0.526	8	-6.398	1	0.244	0.00879	3.86E-05	0.276	0.833	131.99	148484	4	5
47	0.82	0.432	1	-10.289	1	0.311	0.352	8.06E-06	0.104	0.59	71.853	148499	4	5
27	0.88	0.596	1	-6.465	1	0.0998	0.232	0.000262	0.116	0.389	144.918	149295	4	5
51	0.349	0.363	4	-11.718	1	0.0394	0.537	0.000282	0.0824	0.103	169.928	149647	4	5
48	0.859	0.544	7	-7.465	0	0.291	0.174	0.00528	0.373	0.43	100.024	150379	4	5
51	0.768	0.733	10	-7.057	0	0.068	0.0823	0.0163	0.113	0.64	116.98	150976	4	5
33	0.344	0.826	6	-5.971	0	0.195	0.67	0.000399	0.0731	0.526	81.796	152000	4	5
31	0.87	0.548	1	-8.193	1	0.332	0.0304	0.00334	0.0826	0.77	163.93	152021	4	5
16	0.727	0.684	1	-9.095	1	0.183	0.242	0.0075	0.0728	0.651	172.028	152093	4	5
52	0.918	0.363	1	-8.937	1	0.506	0.293	1.02E-06	0.0797	0.61	107.962	152184	4	5
33	0.907	0.734	8	-3.112	1	0.317	0.0741	2.36E-05	0.105	0.351	133.964	152749	4	5
48	0.743	0.71	9	-5.042	0	0.0362	0.0139	7.45E-06	0.289	0.239	98.008	153000	4	5
54	0.865	0.457	11	-11.294	1	0.29	0.344	7.23E-05	0.0767	0.465	143.916	153333	4	5
47	0.702	0.764	1	-6.189	1	0.347	0.12	0.000307	0.146	0.471	85.991	153508	4	5
62	0.684	0.535	8	-7.24	1	0.317	0.0741	9.26E-06	0.223	0.304	94.691	154660	4	5
29	0.82	0.645	9	-7.233	0	0.18	0.145	0.0377	0.316	0.667	97.039	155138	4	5
43	0.711	0.663	1	-7.871	1	0.258	0.00099	8.13E-05	0.324	0.768	177.041	155757	4	5
56	0.908	0.696	9	-5.18	1	0.264	0.0213	4.06E-05	0.0747	0.287	102.032	156842	4	5
36	0.839	0.749	11	-10.259	0	0.17	0.522	0.00166	0.502	0.475	90.05	157373	4	5
21	0.682	0.806	6	-4.326	0	0.0433	0.775	0.873	0.0992	0.186	139.996	157637	4	5
60	0.591	0.855	11	-8.339	0	0.339	0.00832	5.87E-05	0.771	0.78	136.734	158467	4	5
62	0.928	0.528	8	-8.375	1	0.293	0.019	0.000304	0.115	0.259	100.059	159152	4	5
50	0.762	0.748	2	-4.95	0	0.0507	0.323	1.88E-06	0.294	0.275	90.024	160000	4	5
72	0.719	0.762	6	-6.623	1	0.114	0.199	9.89E-06	0.358	0.676	100.08	160000	4	5
55	0.829	0.619	9	-8.275	0	0.0996	0.0871	1.30E-06	0.119	0.217	102.025	160161	4	5
43	0.628	0.503	1	-9.88	1	0.305	0.188	1.82E-05	0.178	0.768	81.594	161431	4	5
44	0.768	0.506	11	-8.749	0	0.236	0.0136	3.95E-05	0.349	0.395	99.978	162191	4	5
67	0.706	0.733	6	-5.477	0	0.0672	0.255	0.000122	0.103	0.66	141.914	162387	4	5
62	0.531	0.546	6	-10.936	0	0.372	0.26	0.00949	0.379	0.7	92.06	162437	4	5
42	0.876	0.472	1	-10.135	1	0.305	0.144	0.000669	0.102	0.59	102.1	162500	4	5
41	0.667	0.643	6	-7.465	1	0.0416	0.00866	1.56E-06	0.0941	0.838	153.976	162867	4	5
39	0.435	0.783	10	-5.517	0	0.301	0.00951	6.33E-05	0.0999	0.316	166.054	163077	4	5
38	0.735	0.752	6	-7.566	0	0.398	0.603	0.000228	0.0703	0.5	170.033	164067	4	5
3	0.668	0.645	1	-5.986	0	0.0483	0.0131	1.65E-05	0.138	0.424	155.013	164118	4	5
73	0.93	0.467	8	-8.449	1	0.116	0.00906	0.0062	0.131	0.169	139.972	164633	4	5
67	0.614	0.41	1	-11.034	0	0.422	0.0865	6.87E-06	0.159	0.31	104.482	164702	4	5
41	0.725	0.704	5	-6.522	0	0.111	0.227	0.000244	0.19	0.575	140.014	165817	4	5
19	0.799	0.551	8	-6.924	1	0.0645	0.0818	2.14E-05	0.337	0.554	95.025	166833	4	5
44	0.85	0.66	3	-6.323	1	0.193	0.386	0.00235	0.0449	0.926	115.076	167187	4	5
51	0.822	0.348	9	-12.348	1	0.131	0.333	0.0189	0.0649	0.144	140.065	167427	4	5
52	0.835	0.523	3	-7.227	0	0.0459	0.00536	0.137	0.157	0.588	100.026	167613	4	5
13	0.831	0.38	1	-10.588	0	0.378	0.000541	0.858	0.166	0.323	143.053	167919	4	5
14	0.645	0.798	9	-9.737	1	0.123	0.0849	0.000218	0.352	0.408	106.077	168252	4	5
42	0.551	0.636	2	-6.798	1	0.054	0.0837	4.28E-06	0.112	0.148	174.065	168276	4	5
53	0.953	0.614	2	-7.328	1	0.0752	0.00717	0.000258	0.0762	0.188	105.019	168427	4	5
79	0.792	0.511	2	-6.876	1	0.0409	0.124	9.04E-05	0.14	0.111	113.983	168490	4	5
45	0.951	0.348	5	-13.05	0	0.574	0.572	2.01E-06	0.106	0.683	122.074	169180	4	5
63	0.759	0.727	1	-5.617	1	0.111	0.000151	0.0015	0.0588	0.376	139.995	169187	4	5
19	0.704	0.414	7	-13.661	1	0.223	0.603	4.03E-05	0.325	0.151	85.05	169412	4	5
65	0.677	0.504	7	-4.688	1	0.0344	0.0201	0.688	0.0712	0.542	79.985	171000	4	5
63	0.814	0.659	2	-4.475	1	0.0829	0.00155	0.0251	0.568	0.13	88.506	171527	4	5
35	0.739	0.572	9	-6.762	0	0.0436	0.346	2.29E-06	0.303	0.566	139.063	171799	4	5
70	0.897	0.767	11	-4.544	1	0.0959	0.0679	0.000364	0.129	0.675	134.913	171838	4	5
80	0.751	0.744	1	-6.859	1	0.177	0.152	0.000568	0.252	0.634	148.014	171892	4	5
46	0.563	0.809	6	-5.678	1	0.326	0.452	1.76E-05	0.214	0.691	80.524	172040	4	5
36	0.814	0.794	1	-5.248	1	0.213	0.138	5.75E-05	0.328	0.737	95.233	174397	4	5
12	0.713	0.606	5	-5.041	0	0.104	0.321	1.73E-06	0.108	0.748	133.86	174480	4	5
50	0.846	0.599	8	-9.675	0	0.0526	0.000294	4.53E-05	0.121	0.111	100.07	174600	4	5
79	0.619	0.589	1	-6.531	1	0.124	0.43	0.000392	0.378	0.158	143.896	174960	4	5
36	0.786	0.46	1	-8.028	1	0.241	0.438	2.35E-05	0.114	0.413	139.981	174962	4	5
86	0.598	0.427	7	-8.764	0	0.0317	0.0546	5.83E-06	0.21	0.0605	76.469	175721	4	5
69	0.713	0.605	11	-7.487	1	0.107	0.497	3.46E-06	0.115	0.432	142.025	175756	4	5
51	0.839	0.523	2	-12.104	1	0.215	0.269	1.74E-05	0.165	0.515	141.94	175775	4	5
41	0.564	0.829	8	-6.207	1	0.276	0.31	1.27E-05	0.0943	0.546	86.733	176552	4	5
45	0.898	0.604	1	-4.184	1	0.377	0.0413	8.91E-05	0.0876	0.492	135.144	176760	4	5
63	0.556	0.675	11	-9.837	0	0.413	0.272	3.82E-06	0.0874	0.431	137.436	176793	4	5
57	0.82	0.417	5	-10.209	0	0.305	0.3	0.000193	0.108	0.502	125.043	177467	4	5
39	0.479	0.891	1	-5.067	1	0.392	0.0895	4.79E-06	0.358	0.699	165.428	178086	4	5
48	0.928	0.479	7	-7.626	0	0.112	0.177	0.000431	0.314	0.3	139.978	178285	4	5
50	0.915	0.641	10	-8.739	0	0.188	0.00941	1.73E-06	0.111	0.77	139.97	178286	4	5
49	0.778	0.691	1	-4.936	1	0.259	0.00755	3.44E-06	0.104	0.195	140.183	178751	4	5
59	0.933	0.513	7	-13.203	1	0.347	0.00112	0.00248	0.107	0.595	102.017	179160	4	5
45	0.7	0.373	8	-10.277	1	0.03	0.174	6.08E-06	0.179	0.329	107.082	179439	4	5
44	0.672	0.949	2	-4.126	1	0.0635	0.000775	0.0478	0.101	0.537	154.032	179640	4	5
43	0.897	0.706	10	-3.925	0	0.149	0.0143	6.55E-05	0.157	0.841	91.022	180000	4	5
50	0.82	0.653	7	-4.261	1	0.157	0.116	0.00155	0.655	0.37	91.985	180100	4	5
82	0.98	0.413	8	-11.052	0	0.101	0.671	7.95E-05	0.17	0.764	119.993	180139	4	5
56	0.887	0.401	5	-8.132	1	0.0646	0.164	1.96E-06	0.0728	0.601	128.047	182833	4	5
75	0.868	0.638	2	-7.746	1	0.0736	0.146	0.0565	0.0931	0.459	126.03	182857	4	5
58	0.542	0.561	1	-10.013	0	0.53	0.126	3.59E-05	0.0931	0.527	73.969	183078	4	5
48	0.774	0.645	10	-5.531	1	0.321	0.197	2.85E-06	0.22	0.415	76.552	183286	4	5
30	0.531	0.801	5	-6.618	0	0.0631	0.152	1.13E-05	0.126	0.681	172.906	183645	4	5
38	0.8	0.801	6	-6.315	1	0.214	0.592	5.52E-05	0.56	0.684	99.936	183653	4	5
85	0.889	0.705	11	-8.683	0	0.392	0.389	1.04E-05	0.0692	0.815	141.069	183830	4	5
43	0.622	0.41	8	-14.002	1	0.409	0.451	1.86E-05	0.191	0.472	77.426	183901	4	5
34	0.451	0.627	8	-4.59	1	0.127	0.591	0.00958	0.118	0.77	74.69	184000	4	5
45	0.87	0.731	1	-3.28	1	0.213	0.211	0.000176	0.11	0.566	99.987	184003	4	5
26	0.557	0.764	1	-7.928	0	0.117	0.00875	0.148	0.213	0.524	140.041	185213	4	5
52	0.623	0.463	6	-7.737	0	0.112	0.499	0.00341	0.22	0.103	99.693	186000	4	5
57	0.604	0.522	8	-6.796	1	0.0924	0.734	0.000172	0.113	0.287	93.169	186039	4	5
50	0.799	0.494	7	-12.029	1	0.266	0.147	0.000929	0.115	0.234	136.019	186196	4	5
48	0.704	0.542	6	-10.523	1	0.0818	0.174	0.00267	0.112	0.521	148.046	186434	4	5
33	0.66	0.692	6	-9.156	1	0.0364	0.0618	0.0112	0.0743	0.41	135.058	187093	4	5
56	0.753	0.605	8	-6.792	1	0.0832	0.0874	2.33E-05	0.169	0.37	112.991	187120	4	5
18	0.68	0.599	11	-8.799	1	0.299	0.407	1.24E-06	0.145	0.617	82.335	187500	4	5
54	0.514	0.834	2	-5.023	1	0.0376	0.0063	1.14E-06	0.214	0.275	160.023	187548	4	5
34	0.448	0.748	5	-8.301	0	0.213	0.0356	2.27E-05	0.127	0.599	99.804	187800	4	5
10	0.821	0.64	5	-8.357	1	0.288	0.0698	1.64E-06	0.12	0.357	150.091	188000	4	5
22	0.792	0.61	9	-8.893	0	0.0798	0.642	4.85E-05	0.0936	0.562	116.796	188718	4	5
15	0.765	0.43	10	-12.244	0	0.239	0.0148	0.973	0.199	0.135	140.049	189030	4	5
61	0.808	0.694	1	-8.467	1	0.263	0.215	7.33E-05	0.374	0.776	145.987	189493	4	5
11	0.821	0.845	11	-6.392	0	0.0481	0.000241	0.491	0.284	0.892	134.998	189667	4	5
48	0.914	0.698	9	-8.619	1	0.0541	0.00631	0.000295	0.0575	0.613	99.034	190440	4	5
49	0.714	0.671	10	-5.445	0	0.0281	0.0158	0.000684	0.0927	0.415	138.011	190723	4	5
24	0.768	0.598	6	-9.952	1	0.185	0.326	2.90E-05	0.161	0.761	122.019	190940	4	5
80	0.69	0.514	8	-11.81	0	0.328	0.0975	0.497	0.346	0.307	72.791	191209	4	5
46	0.807	0.719	1	-6.84	1	0.099	0.576	1.06E-06	0.118	0.665	109.99	192000	4	5
44	0.897	0.337	1	-11.375	1	0.353	0.117	2.77E-06	0.111	0.443	120.038	192000	4	5
33	0.803	0.497	4	-14.659	0	0.403	0.792	2.52E-05	0.15	0.594	139.912	192857	4	5
15	0.817	0.399	4	-9.067	0	0.102	0.13	0.548	0.156	0.561	139.939	193108	4	5
24	0.835	0.914	7	-3.396	1	0.177	0.179	0.0206	0.0802	0.921	160.003	193120	4	5
53	0.74	0.69	7	-6.242	1	0.163	0.264	3.68E-06	0.16	0.449	110.009	193280	4	5
46	0.677	0.221	3	-11.004	0	0.309	0.827	1.14E-05	0.11	0.561	89.905	193362	4	5
56	0.749	0.752	7	-10.3	1	0.126	0.0108	0.0954	0.235	0.887	104.7	193573	4	5
11	0.749	0.723	5	-4.15	1	0.0612	0.00614	0.0012	0.191	0.416	139.933	193714	4	5
63	0.937	0.797	2	-4.768	0	0.206	0.0733	0.000835	0.147	0.64	120.001	194000	4	5
46	0.489	0.832	2	-5.717	1	0.19	0.208	2.02E-06	0.139	0.253	148.068	194605	4	5
60	0.736	0.535	1	-8.564	1	0.0924	0.31	1.13E-06	0.107	0.376	110.014	194747	4	5
9	0.654	0.901	9	-2.066	0	0.0504	0.0011	0.25	0.349	0.669	140.004	194943	4	5
62	0.654	0.848	6	-8.121	0	0.382	0.109	0.032	0.103	0.185	163.989	195240	4	5
44	0.537	0.709	1	-9.49	1	0.131	0.0375	2.02E-06	0.152	0.186	81.929	195368	4	5
68	0.948	0.627	1	-6.11	1	0.106	0.00936	1.35E-05	0.0743	0.417	129.995	195784	4	5
10	0.457	0.985	2	-5.362	1	0.048	0.0154	0.692	0.0878	0.641	87.382	195862	4	5
80	0.819	0.626	10	-4.574	0	0.202	0.00748	0.101	0.167	0.415	143.01	195906	4	5
82	0.669	0.574	4	-6.442	0	0.0286	0.0175	0.00294	0.146	0.273	120.013	196400	4	5
65	0.488	0.754	5	-7.95	0	0.0381	0.00154	2.42E-05	0.678	0.664	88.368	197160	4	5
18	0.76	0.532	9	-9.246	1	0.0427	0.0112	0.715	0.119	0.139	140.079	197221	4	5
73	0.925	0.859	1	-7.335	1	0.196	0.0347	1.86E-06	0.2	0.967	140.034	197387	4	5
71	0.877	0.534	1	-6.178	1	0.15	0.0339	1.67E-05	0.0441	0.89	108.17	197560	4	5
9	0.78	0.972	6	0.119	0	0.253	0.0107	0.0296	0.1	0.958	137.056	198000	4	5
55	0.888	0.699	1	-10.425	1	0.164	0.0159	0.000306	0.111	0.697	103.066	198253	4	5
46	0.73	0.439	6	-8.672	0	0.361	0.325	6.20E-05	0.0947	0.145	86.825	199640	4	5
59	0.665	0.549	4	-7.597	0	0.311	0.107	3.51E-06	0.27	0.229	82.069	200000	4	5
61	0.792	0.676	2	-8.825	1	0.344	0.208	1.65E-06	0.103	0.68	143.877	200078	4	5
13	0.418	0.907	9	-8.694	1	0.257	0.517	0.913	0.148	0.523	174.879	200113	4	5
49	0.427	0.865	1	-5.059	1	0.383	0.0985	1.44E-05	0.371	0.839	93.427	200131	4	5
66	0.717	0.758	2	-5.576	0	0.268	0.0791	7.08E-06	0.293	0.252	91.983	201160	4	5
81	0.49	0.618	1	-5.655	1	0.104	0.0221	3.77E-06	0.259	0.286	99.7	201600	4	5
71	0.661	0.618	4	-8.422	0	0.313	0.368	0.000563	0.0743	0.81	148.544	201942	4	5
41	0.725	0.66	9	-4.013	1	0.152	0.0684	3.62E-06	0.105	0.734	132.949	202194	4	5
42	0.668	0.632	1	-6.611	1	0.338	0.228	2.91E-06	0.123	0.363	120.156	202372	4	5
48	0.731	0.693	1	-7.372	0	0.0893	0.603	0.0677	0.111	0.798	161.991	203033	4	5
53	0.873	0.62	7	-8.812	1	0.293	0.0113	0.000121	0.0925	0.574	105.332	204133	4	5
13	0.852	0.659	7	-5.548	1	0.19	0.00425	2.23E-06	0.1	0.193	105.016	204200	4	5
58	0.852	0.535	7	-5.94	0	0.0896	0.439	8.18E-05	0.246	0.483	103.007	205056	4	5
